count;word;hiragana;meaning;jlpt level
1490;進出;しんしゅつ;advance, step forward;1
1491;信者;しんじゃ;believer, adherent, devotee, Christian;1
1492;真珠;しんじゅ;pearl;1
1493;心中;しんじゅう;double suicide, lovers suicide;1
1494;心情;しんじょう;mentality;1
1495;新人;しんじん;new face, newcomer;1
1496;神聖;しんせい;holiness, sacredness, dignity;1
1497;親善;しんぜん;friendship;1
1498;真相;しんそう;truth, real situation;1
1499;新築;しんちく;new building, new construction;1
1500;進呈;しんてい;presentation;1
1501;進展;しんてん;progress, development;1
1502;神殿;しんでん;temple, sacred place;1
1503;進度;しんど;progress;1
1504;振動;しんどう;oscillation, vibration;1
1505;新入生;しんにゅうせい;freshman, first-year student;1
1506;信任;しんにん;trust, confidence, credence;1
1507;審判;しんばん;refereeing, trial, judgement, umpire, referee;1
1508;神秘;しんぴ;mystery;1
1509;辛抱;しんぼう;patience, endurance;1
1510;真理;しんり;truth;1
1511;侵略;しんりゃく;aggression, invasion, raid;1
1512;診療;しんりょう;medical examination and treatment, diagnosis;1
1513;進路;しんろ;course, route;1
1514;自覚;じかく;self-conscious;1
1515;地方;じかた;area, locality, district, region, the coast;1
1516;自我;じが;self, the ego;1
1517;磁気;じき;magnetism;1
1518;磁器;じき;porcelain, china;1
1519;事業;じぎょう;project, enterprise, business, industry, operations;1
1520;地形;じぎょう;terrain, geographical features, topography;1
1521;軸;じく;axis, stem, shaft, axle;1
1522;自己;じこ;self, oneself;1
1523;事項;じこう;matter, item, facts;1
1524;時刻表;じこくひょう;table, diagram, chart, timetable, schedule;1
1525;地獄;じごく;hell;1
1526;時差;じさ;time difference;1
1527;自在;じざい;freely, at will;1
1528;自主;じしゅ;independence, autonomy;1
1529;自首;じしゅ;surrender, give oneself up;1
1530;辞職;じしょく;resignation;1
1531;自信;じしん;self-confidence;1
1532;事前;じぜん;prior, beforehand, in advance;1
1533;自尊心;じそんしん;self-respect, conceit;1
1534;持続;じぞく;continuation;1
1535;字体;じたい;type, font, lettering;1
1536;辞退;じたい;refusal;1
1537;none;じっくり;deliberately, carefully;1
1538;実質;じっしつ;substance, essence;1
1539;実践;じっせん;practice, put into practice;1
1540;実態;じったい;truth, fact;1
1541;実費;じっぴ;actual expense, cost price;1
1542;十分;じっぷん;10 minutes;1
1543;実;じつ;truth, reality, sincerity, fidelity, kindness, faith, substance, essence;1
1544;実業家;じつぎょうか;industrialist, businessman;1
1545;実情;じつじょう;real condition, actual circumstances, actual state of affairs;1
1546;自転;じてん;rotation, spin;1
1547;自動詞;じどうし;intransitive verb (no direct obj);1
1548;地主;じぬし;landlord;1
1549;耳鼻科;じびか;otolaryngology;1
1550;地元;じもと;local;1
1551;弱;じゃく;weakness, the weak, little less then;1
1552;若干;じゃっかん;some, few, number of;1
1553;砂利;じゃり;gravel, ballast, pebbles;1
1554;じゃん拳;じゃんけん;rock-scissors-paper game;1
1555;住;じゅう;dwelling, living;1
1556;従業員;じゅうぎょういん;employee, worker;1
1557;従事;じゅうじ;engaging, pursuing, following;1
1558;充実;じゅうじつ;fullness, completion, perfection, substantiality, enrichment;1
1559;十字路;じゅうじろ;crossroads;1
1560;絨毯;じゅうたん;carpet;1
1561;柔軟;じゅうなん;flexible, lithe;1
1562;重複;じゅうふく;duplication, repetition, overlapping, redundancy, restoration;1
1563;重宝;じゅうほう;priceless treasure, convenience, usefulness;1
1564;従来;じゅうらい;up to now, so far, traditional;1
1565;塾;じゅく;coaching school, lessons;1
1566;樹木;じゅもく;trees and shrubs, arbour;1
1567;樹立;じゅりつ;establish, create;1
1568;準急;じゅんきゅう;local express (train  slower than an express);1
1569;準じる;じゅんじる;to follow, to conform, to apply to;1
1570;準ずる;じゅんずる;to apply correspondingly, to correspond to, to be proportionate to, to conform to;1
1571;助;じょ;help, rescue, assistant;1
1572;情;じょう;feelings, emotion, passion;1
1573;畳;じょう;#NAME?;1
1574;尉;じょう;jailer, old man, rank, company officer;1
1575;嬢;じょう;young woman;1
1576;状;じょう;shape;1
1577;上位;じょうい;superior (rank not class), higher order (e.g. byte), host computer (of connected device);1
1578;上演;じょうえん;performance (e.g. music);1
1579;城下;じょうか;land near the castle;1
1580;乗客;じょうかく;passenger;1
1581;上空;じょうくう;sky, the skies, high-altitude sky, upper air;1
1582;上司;じょうし;superior authorities, boss;1
1583;情緒;じょうしょ;emotion, feeling;1
1584;上昇;じょうしょう;rising, ascending, climbing;1
1585;情勢;じょうせい;state of things, condition, situation;1
1586;情熱;じょうねつ;passion, enthusiasm, zeal;1
1587;丈夫;じょうふ;1.  hero, gentleman, warrior, manly person,  2.  good health, robustness, strong, solid, durable;1
1588;譲歩;じょうほ;concession, conciliation, compromise;1
1589;条約;じょうやく;treaty, pact;1
1590;上陸;じょうりく;landing, disembarkation;1
1591;蒸留;じょうりゅう;distillation;1
1592;除外;じょがい;exception, exclusion;1
1593;助言;じょげん;advice, suggestion;1
1594;徐行;じょこう;going slowly;1
1595;女史;じょし;Ms.;1
1596;助詞;じょし;particle, postposition;1
1597;助動詞;じょどうし;auxiliary verb;1
1598;自立;じりつ;independence, self-reliance;1
1599;人;じん;man, person, people;1
1600;人格;じんかく;personality, character, individuality;1
1601;人材;じんざい;man of talent;1
1602;迅速;じんそく;quick, fast, rapid, swift, prompt;1
1603;人体;じんたい;human body;1
1604;人民;じんみん;people, public;1
1605;人目;じんもく;glimpse, public gaze;1
1606;水気;すいき;1.  moisture, dampness, vapor,  2.  dropsy, edema;1
1607;水源;すいげん;source of river, fountainhead;1
1608;推進;すいしん;propulsion, driving force;1
1609;水洗;すいせん;flushing;1
1610;吹奏;すいそう;playing wind instruments;1
1611;推測;すいそく;guess, conjecture;1
1612;水田;すいでん;(water-filled) paddy field;1
1613;推理;すいり;reasoning, inference, mystery or detective genre (movie  novel  etc.);1
1614;数詞;すうし;numeral;1
1615;崇拝;すうはい;worship, adoration, admiration, cult;1
1616;据え付ける;すえつける;to install, to equip, to mount;1
1617;据える;すえる;to set (table), to lay (foundation), to place (gun), to apply (moxa);1
1618;清々しい;すがすがしい;fresh, refreshing;1
1619;過ぎ;すぎ;past, after;1
1620;救い;すくい;help, aid, relief;1
1621;掬う;すくう;to scoop, to ladle out;1
1622;少なくとも;すくなくとも;at least;1
1623;直ぐ;すぐ;immediately, soon, easily, right (near), honest, upright;1
1624;健やか;すこやか;vigorous, healthy, sound;1
1625;濯ぐ;すすぐ;to rinse, to wash out;1
1626;進み;すすみ;progress;1
1627;勧め;すすめ;recommendation, advice, encouragement;1
1628;裾;すそ;(trouser) cuff, (skirt) hem, cut edge of a hairdo, foot of mountain;1
1629;廃れる;すたれる;to go out of use, to become obsolete, to die out, to go out of fashion;1
1630;酸っぱい;すっぱい;sour, acid;1
1631;素敵;すてき;lovely, dreamy, beautiful, great, fantastic, superb, cool, capital;1
1632;即ち;すなわち;that is, namely, i.e.;1
1633;none;すばしこい;nimble, smart, quick;1
1634;素早い;すばやい;fast, quick, prompt, agile;1
1635;済ます;すます;to finish, to get it over with, to settle, to conclude, to pay back;1
1636;澄ます;すます;to clear, to make clear, to be unruffled, to look unconcerned, to look demure, look prim, put on airs;1
1637;済まない;すまない;sorry (phrase);1
1638;済みません;すみません;sorry, excuse me;1
1639;天皇;すめらぎ;Emperor of Japan;1
1640;刷り;すり;printing;1
1641;剃る;する;to shave;1
1642;擦れ違い;すれちがい;chance encounter;1
1643;すれ違う;すれちがう;to pass by one another, to disagree, to miss each other;1
1644;擦れる;すれる;to rub, to chafe, to wear, to become sophisticated;1
1645;none;すんなり;pass with no objection, slim, slender;1
1646;図々しい;ずうずうしい;impudent, shameless;1
1647;none;ずばり;decisively, decidedly, once and for all, unreservedly, frankly;1
1648;ずぶ濡れ;ずぶぬれ;soaked, dripping wet;1
1649;none;ずらっと;in a line, in a row;1
1650;none;ずるずる;sound or act of dragging, loose, inconclusive but unwanted situation, trailingly;1
1651;none;ずれ;gap, slippage;1
1652;none;ずれる;to slide, to slip off;1
1653;制;せい;system, organization, imperial command, laws, regulation, control, government, suppression, restraint, holdin;1
1654;製;せい;-made, make;1
1655;生育;せいいく;growth, development, breeding;1
1656;成果;せいか;results, fruits;1
1657;正解;せいかい;correct, right, correct interpretation (answer  solution);1
1658;正規;せいき;regular, legal, formal, established, legitimate;1
1659;正義;せいぎ;justice, right, righteousness, correct meaning;1
1660;生計;せいけい;livelihood, living;1
1661;政権;せいけん;administration, political power;1
1662;精巧;せいこう;elaborate, delicate, exquisite;1
1663;制裁;せいさい;restraint, sanctions, punishment;1
1664;政策;せいさく;political measures, policy;1
1665;清算;せいさん;liquidation, settlement;1
1666;星座;せいざ;constellation;1
1667;生死;せいし;life and death;1
1668;静止;せいし;stillness, repose, standing still;1
1669;青春;せいしゅん;youth, springtime of life, adolescent;1
1670;聖書;せいしょ;Bible, scriptures;1
1671;誠実;せいじつ;sincere, honest, faithful;1
1672;成熟;せいじゅく;maturity, ripeness;1
1673;清純;せいじゅん;purity, innocence;1
1674;正常;せいじょう;normalcy, normality, normal;1
1675;制する;せいする;to control, to command, to get the better of;1
1676;整然;せいぜん;orderly, regular, well-organized, trim, accurate;1
1677;盛装;せいそう;be dressed up, wear rich clothes;1
1678;盛大;せいだい;grand, prosperous, magnificent;1
1679;清濁;せいだく;good and evil, purity and impurity;1
1680;制定;せいてい;enactment, establishment, creation;1
1681;静的;せいてき;static;1
1682;製鉄;せいてつ;iron manufacture;1
1683;晴天;せいてん;fine weather;1
1684;正当;せいとう;just, justifiable, right, due, proper, equitable, reasonable, legitimate, lawful;1
1685;成年;せいねん;majority, adult age;1
1686;制服;せいふく;uniform;1
1687;征服;せいふく;conquest, subjugation, overcoming;1
1688;製法;せいほう;manufacturing method, recipe, formula;1
1689;精密;せいみつ;precise, exact, detailed, minute, close;1
1690;声明;せいめい;declaration, statement, proclamation;1
1691;姓名;せいめい;full name;1
1692;制約;せいやく;limitation, restriction, condition, constraints;1
1693;生理;せいり;physiology, menses;1
1694;勢力;せいりょく;influence, power, might, strength, potency, force, energy;1
1695;整列;せいれつ;stand in a row, form a line;1
1696;急かす;せかす;to hurry, to urge on;1
1697;伜;せがれ;son, my son;1
1698;責務;せきむ;duty, obligation;1
1699;世辞;せじ;flattery, compliment;1
1700;世帯;せたい;household;1
1701;世代;せだい;generation, the world, the age;1
1702;切開;せっかい;clearing (land), opening up, cutting through;1
1703;接触;せっしょく;touch, contact;1
1704;設置;せっち;establishment, institution;1
1705;折衷;せっちゅう;compromise, cross, blending, eclecticism;1
1706;設定;せってい;establishment, creation;1
1707;説得;せっとく;persuasion;1
1708;節;せつ;node, section, occasion, time;1
1709;切実;せつじつ;compelling, serious, severe, acute, earnest, pressing, urgent;1
1710;接続詞;せつぞくし;conjunction;1
1711;切ない;せつない;painful, trying, oppressive, suffocating;1
1712;設立;せつりつ;establishment, foundation, institution;1
1713;攻め;せめ;attack, offence;1
1714;世論;せろん;public opinion;1
1715;仙;せん;hermit, wizard;1
1716;前;せん;before;1
1717;繊維;せんい;fibre, fiber, textile;1
1718;選挙;せんきょ;election;1
1719;宣教;せんきょう;religious mission;1
1720;宣言;せんげん;declaration, proclamation, announcement;1
1721;先行;せんこう;preceding, going first;1
1722;選考;せんこう;selection, screening;1
1723;戦災;せんさい;war damage;1
1724;専修;せんしゅう;specialization;1
1725;戦術;せんじゅつ;tactics;1
1726;潜水;せんすい;diving;1
1727;先先月;せんせんげつ;month before last;1
1728;先先週;せんせんしゅう;week before last;1
1729;先代;せんだい;family predecessor, previous age, previous generation;1
1730;先だって;せんだって;recently, the other day;1
1731;先着;せんちゃく;first arrival;1
1732;先天的;せんてんてき;a priori, inborn, innate, inherent, congenital, hereditary;1
1733;戦闘;せんとう;battle, fight, combat;1
1734;潜入;せんにゅう;infiltration, sneaking in;1
1735;船舶;せんぱく;ship;1
1736;専用;せんよう;exclusive use, personal use;1
1737;占領;せんりょう;occupation, capture, possession, have a room to oneself;1
1738;戦力;せんりょく;war potential;1
1739;税務署;ぜいむしょ;tax office;1
1740;是正;ぜせい;correction, revision;1
1741;絶版;ぜっぱん;out of print;1
1742;絶望;ぜつぼう;despair, hopelessness;1
1743;是非とも;ぜひとも;by all means (with sense of not taking no for an answer);1
1744;膳;ぜん;(small) table, tray, meal;1
1745;禅;ぜん;Zen (Buddhism);1
1746;全快;ぜんかい;complete recovery of health;1
1747;全盛;ぜんせい;height of prosperity;1
1748;前提;ぜんてい;preamble, premise, reason, prerequisite;1
1749;前途;ぜんと;future prospects, outlook, the journey ahead;1
1750;全滅;ぜんめつ;annihilation;1
1751;善良;ぜんりょう;goodness, excellence, virtue;1
1752;前例;ぜんれい;precedent;1
1753;僧;そう;monk, priest;1
1754;沿う;そう;to run along, to follow;1
1755;添う;そう;to accompany, to become married, to comply with;1
1756;総;そう;whole, all, general, gross;1
1757;相応;そうおう;suitability, fitness;1
1758;総会;そうかい;general meeting;1
1759;創刊;そうかん;launching (e.g. newspaper), first issue;1
1760;送金;そうきん;remittance, sending money;1
1761;走行;そうこう;running a wheeled vehicle (e.g. car), traveling;1
1762;総合;そうごう;synthesis, coordination, putting together, integration, composite;1
1763;捜査;そうさ;search (esp. in criminal investigations), investigation;1
1764;捜索;そうさく;search (esp. for someone or something missing), investigation;1
1765;然うして;そうして;and, like that;1
1766;装飾;そうしょく;ornament;1
1767;操縦;そうじゅう;management, handling, control, manipulation;1
1768;創造;そうぞう;creation;1
1769;壮大;そうだい;magnificent, grand, majestic, splendid;1
1770;騒動;そうどう;strife, riot, rebellion;1
1771;遭難;そうなん;disaster, shipwreck, accident;1
1772;相場;そうば;market price, speculation, estimation;1
1773;装備;そうび;equipment;1
1774;創立;そうりつ;establishment, founding, organization;1
1775;添える;そえる;to add to, to attach, to append, to accompany, to garnish, to imitate, to annex;1
1776;即座に;そくざに;immediately, right away;1
1777;促進;そくしん;promotion, acceleration, encouragement, facilitation, spurring on;1
1778;即する;そくする;to conform to, to agree with, to be adapted to, to be based on;1
1779;束縛;そくばく;restraint, shackles, restriction, confinement, binding;1
1780;側面;そくめん;side, flank, sidelight, lateral;1
1781;其処;そこ;that place, there;1
1782;其処で;そこで;so (conj), accordingly, now, then, thereupon;1
1783;損なう;そこなう;to harm, to hurt, to injure, to damage, to fail in doing;1
1784;其処ら;そこら;everywhere, somewhere, approximately, that area, around there;1
1785;素材;そざい;raw materials, subject matter;1
1786;阻止;そし;obstruction, check, hindrance, prevention, interdiction;1
1787;然して;そして;and;1
1788;訴訟;そしょう;litigation, lawsuit;1
1789;育ち;そだち;breeding, growth;1
1790;措置;そち;measure, step;1
1791;其方;そちら;over there, the other;1
1792;素っ気ない;そっけない;cold, short, curt, blunt;1
1793;率直;そっちょく;frankness, candour, openheartedness;1
1794;外方;そっぽ;look (or turn) the other way;1
1795;備え付ける;そなえつける;to provide, to furnish, to equip, to install;1
1796;備わる;そなわる;to be furnished with, to be endowed with, to possess, to be among, to be one of, to be possessed of;1
1797;園;その;garden, park, plantation;1
1798;その上;そのうえ;in addition, furthermore;1
1799;その内;そのうち;eventually, sooner or later, of the previously mentioned;1
1800;その為;そのため;hence, for that reason;1
1801;その外;そのほか;besides, in addition, the rest;1
1802;其の儘;そのまま;without change, as it is (i.e. now);1
1803;聳える;そびえる;to rise, to tower, to soar;1
1804;素朴;そぼく;simplicity, artlessness, naivete;1
1805;染まる;そまる;to dye;1
1806;背く;そむく;to run counter to, to go against, to disobey, to infringe;1
1807;染める;そめる;to dye, to colour;1
1808;逸らす;そらす;to turn away, to avert;1
1809;反り;そり;warp, curvature, curve, arch;1
1810;其れ;それ;it, that;1
1811;其れから;それから;and then, after that;1
1812;各々;それぞれ;each, every, either, respectively, severally;1
1813;其れで;それで;and (conj), thereupon, because of that;1
1814;其れでは;それでは;in that situation, well then ...;1
1815;其れでも;それでも;but (still), and yet, nevertheless, even so, notwithstanding;1
1816;其れ共;それとも;or, or else;1
1817;其れに;それに;besides, moreover;1
1818;其れ程;それほど;to that degree, extent;1
1819;其れ故;それゆえ;therefore, for that reason, so;1
1820;揃い;そろい;set, suit, uniform;1
1821;徐々;そろそろ;gradually, steadily, quietly, slowly, soon;1
1822;損失;そんしつ;loss;1
1823;存続;そんぞく;duration, continuance;1
1824;沿い;ぞい;along;1
1825;像;ぞう;statue, image, figure, picture, portrait;1
1826;増強;ぞうきょう;augment, reinforce, increase;1
1827;蔵相;ぞうしょう;Minister of Finance;1
1828;増進;ぞうしん;promoting, increase, advance;1
1829;none;ぞんざい;rude, careless, slovenly;1
1830;他意;たい;ill will, malice, another intention, secret purpose, ulterior motive, fickleness, double-mindedness;1
1831;対応;たいおう;interaction, correspondence, coping with, dealing with;1
1832;退化;たいか;degeneration, retrogression;1
1833;体格;たいかく;physique, constitution;1
1834;大概;たいがい;in general, mainly;1
1835;退学;たいがく;dropping out of school;1
1836;大金;たいきん;great cost;1
1837;待遇;たいぐう;treatment, reception;1
1838;対決;たいけつ;confrontation, showdown;1
1839;体験;たいけん;personal experience;1
1840;対抗;たいこう;opposition, antagonism;1
1841;対して;たいして;for, in regard to, per;1
1842;大衆;たいしゅう;general public;1
1843;対処;たいしょ;deal with, cope;1
1844;退職;たいしょく;retirement (from office);1
1845;退治;たいじ;extermination;1
1846;態勢;たいせい;attitude, conditions, preparations;1
1847;対談;たいだん;talk, dialogue, conversation;1
1848;対等;たいとう;equivalent;1
1849;滞納;たいのう;non-payment, default;1
1850;対比;たいひ;contrast, comparison;1
1851;大部;たいぶ;most (e.g. most part), greater, fairly, a good deal, much;1
1852;対辺;たいへん;(geometrical) opposite side;1
1853;待望;たいぼう;expectant waiting;1
1854;怠慢;たいまん;negligence, procrastination, carelessness;1
1855;対面;たいめん;interview, meeting;1
1856;対立;たいりつ;confrontation, opposition, antagonism;1
1857;体力;たいりょく;physical strength;1
1858;対話;たいわ;interactive, interaction, conversation, dialogue;1
1859;耐える;たえる;to bear, to endure;1
1860;絶える;たえる;to die out, to peter out, to become extinct;1
1861;堪える;たえる;to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t;1
1862;高;たか;quantity, amount, volume, number, amount of money;1
1863;高まる;たかまる;to rise, to swell, to be promoted;1
1864;焚火;たきび;(open) fire;1
1865;沢山;たくさん;many, a lot, much;1
1866;逞しい;たくましい;burly, strong, sturdy;1
1867;巧み;たくみ;skill, cleverness;1
1868;類;たぐい;a kind;1
1869;丈;たけ;height, stature, length, measure, all (one has);1
1870;足し算;たしざん;addition;1
1871;多数決;たすうけつ;majority rule;1
1872;助け;たすけ;assistance;1
1873;携わる;たずさわる;to participate, to take part;1
1874;漂う;ただよう;to drift about, to float, to hang in air;1
1875;館;たち;1.  mansion, small castle;1
1876;立方;たちかた;dancing (geisha);1
1877;忽ち;たちまち;at once, in a moment, suddenly, all at once;1
1878;立ち寄る;たちよる;to stop by, to drop in for a short visit;1
1879;達者;たっしゃ;skillful, in good health;1
1880;達成;たっせい;achievement;1
1881;none;たった;only, merely, but, no more than;1
1882;尊い;たっとい;precious, valuable, priceless, noble, exalted, sacred;1
1883;貴い;たっとい;precious, valuable, priceless, noble, exalted, sacred;1
1884;尊ぶ;たっとぶ;to value, to prize, to esteem;1
1885;絶つ;たつ;to sever, to cut off, to suppress, to abstain (from);1
1886;盾;たて;shield, buckler, escutcheon, pretext;1
1887;建前;たてまえ;face, official stance, public position or attitude (as opposed to private thoughts);1
1888;奉る;たてまつる;to offer, to present, to revere, to do respectfully;1
1889;例え;たとえ;example, even if, if, though, although;1
1890;仮令;たとえ;example, even if, if, though, although;1
1891;他動詞;たどうし;transitive verb (direct obj);1
1892;辿り着く;たどりつく;to grope along to, to struggle on to, to arrive somewhere after a struggle;1
1893;辿る;たどる;to follow (road), to pursue (course), to follow up;1
1894;掌;たなごころ;the palm;1
1895;楽しむ;たのしむ;to enjoy oneself;1
1896;頼み;たのみ;request, favor, reliance, dependence;1
1897;煙草;たばこ;(pt:) (n) (uk) tobacco (pt: tabaco), cigarettes;1
1898;度々;たびたび;often, repeatedly, frequently;1
1899;他方;たほう;another side, different direction, (on) the other hand;1
1900;多忙;たぼう;busy, pressure of work;1
1901;給う;たまう;to receive, to grant;1
1902;偶に;たまに;occasionally, once in a while;1
1903;堪らない;たまらない;intolerable, unbearable, unendurable;1
1904;溜まり;たまり;collected things, gathering place, arrears;1
1905;賜る;たまわる;to grant, to bestow;1
1906;例;ためし;instance, example, case, precedent, experience, custom, usage, parallel, illustration;1
1907;躊躇う;ためらう;to hesitate;1
1908;保つ;たもつ;to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep we;1
1909;容易い;たやすい;easy, simple, light;1
1910;多様;たよう;diversity, variety;1
1911;弛み;たるみ;slack, slackening, dullness, letdown;1
1912;弛む;たるむ;to slacken, to loosen, to relax;1
1913;誰;たれ;adjectival suffix for a person;1
1914;垂れる;たれる;to hang, to droop, to drop, to lower, to pull down, to dangle, to sag, to drip, to ooze, to trickle, to leave;1
1915;歎;たん;grief, sigh, lamentation;1
1916;反;たん;roll of cloth (c. 10 yds.), .245 acres, 300 tsubo;1
1917;単一;たんいつ;single, simple, sole, individual, unitory;1
1918;短歌;たんか;tanka, 31-syllable Japanese poem;1
1919;担架;たんか;stretcher, litter;1
1920;短気;たんき;quick temper;1
1921;探検;たんけん;exploration, expedition;1
1922;短縮;たんしゅく;shortening, abbreviation, reduction;1
1923;箪笥;たんす;chest of drawers;1
1924;炭素;たんそ;carbon (C);1
1925;短大;たんだい;junior college;1
1926;単調;たんちょう;monotony, monotone, dullness;1
1927;単独;たんどく;sole, independence, single, solo (flight);1
1928;短波;たんぱ;short wave;1
1929;蛋白質;たんぱくしつ;protein;1
1930;第;だい;ordinal;1
1931;第一;だいいち;first, foremost, # 1;1
1932;大胆;だいたん;bold, daring, audacious;1
1933;台無し;だいなし;mess, spoiled, (come to) nothing;1
1934;大便;だいべん;feces, excrement, shit;1
1935;代弁;だいべん;pay by proxy, act for another, speak for another;1
1936;台本;だいほん;libretto, scenario;1
1937;代用;だいよう;substitution;1
1938;打開;だかい;break in the deadlock;1
1939;妥協;だきょう;compromise, giving in;1
1940;丈;だけ;only, just, as;1
1941;妥結;だけつ;agreement;1
1942;打撃;だげき;1.  blow, shock, strike, damage,  2.  batting (baseball);1
1943;駄作;ださく;poor work, rubbish;1
1944;脱出;だっしゅつ;escape;1
1945;脱する;だっする;to escape from, to get out;1
1946;脱退;だったい;secession;1
1947;none;だぶだぶ;loose, baggy;1
1948;騙す;だます;to trick, to cheat, to deceive;1
1949;none;だらけ;implying (negatively) that something is full of  e.g. mistakes;1
1950;怠い;だるい;sluggish, feel heavy, languid, dull;1
1951;壇;だん;1.  platform, podium, rostrum,  2.  (arch) mandala;1
1952;団結;だんけつ;unity, union, combination;1
1953;断言;だんげん;declaration, affirmation;1
1954;断然;だんぜん;firmly, absolutely, definitely;1
1955;段々;だんだん;gradually, by degrees;1
1956;旦那;だんな;master (of house), husband (informal);1
1957;断面;だんめん;cross section;1
1958;弾力;だんりょく;elasticity, flexibility;1
1959;治安;ちあん;public order;1
1960;近付く;ちかづく;to approach, to get near, to get acquainted with, to get closer;1
1961;違える;ちがえる;to change;1
1962;契る;ちぎる;to pledge, to promise, to swear;1
1963;畜産;ちくさん;animal husbandry;1
1964;畜生;ちくしょう;beast, brute, damn;1
1965;蓄積;ちくせき;accumulation, accumulate, store;1
1966;知性;ちせい;intelligence;1
1967;乳;ちち;milk, breast, loop;1
1968;父母;ちちはは;father and mother, parents;1
1969;縮まる;ちぢまる;to be shortened, to be contracted, to shrink;1
1970;窒息;ちっそく;suffocation;1
1971;些とも;ちっとも;not at all (neg. verb);1
1972;秩序;ちつじょ;order, regularity, system, method;1
1973;知的;ちてき;intellectual;1
1974;著;ちゃく;counter for suits of clothing, arriving at ..;1
1975;着;ちゃく;counter for suits of clothing, arriving at ..;1
1976;着手;ちゃくしゅ;embarkation, launch;1
1977;着色;ちゃくしょく;colouring, coloring;1
1978;着席;ちゃくせき;sit down, seat;1
1979;着目;ちゃくもく;attention;1
1980;着陸;ちゃくりく;landing, alighting, touch down;1
1981;着工;ちゃっこう;start of (construction) work;1
1982;茶の間;ちゃのま;living room (Japanese style);1
1983;茶の湯;ちゃのゆ;tea ceremony;1
1984;none;ちやほや;pamper, make a fuss of, spoil;1
1985;昼間;ちゅうかん;daytime, during the day;1
1986;宙返り;ちゅうがえり;somersault, looping-the-loop;1
1987;中継;ちゅうけい;relay, hook-up;1
1988;忠告;ちゅうこく;advice, warning;1
1989;中指;ちゅうし;middle finger;1
1990;中傷;ちゅうしょう;slander, libel, defamation;1
1991;忠実;ちゅうじつ;fidelity, faithfulness;1
1992;中枢;ちゅうすう;centre, pivot, mainstay, nucleus, backbone, central figure, pillar, key man;1
1993;抽選;ちゅうせん;lottery, raffle, drawing (of lots);1
1994;中断;ちゅうだん;interruption, suspension, break;1
1995;中腹;ちゅうっぱら;irritated, offended;1
1996;中毒;ちゅうどく;poisoning;1
1997;仲人;ちゅうにん;go-between, matchmaker;1
1998;昼飯;ちゅうはん;lunch, midday meal;1
1999;中立;ちゅうりつ;neutrality;1
2000;中和;ちゅうわ;neutralize, counteract;1
2001;腸;ちょう;guts, bowels, intestines;1
2002;蝶;ちょう;butterfly;1
2003;超;ちょう;super-, ultra-, hyper-;1
2004;庁;ちょう;government office;1
2005;調印;ちょういん;signature, sign, sealing;1
2006;聴覚;ちょうかく;the sense of hearing;1
2007;長官;ちょうかん;chief, (government) secretary;1
2008;聴講;ちょうこう;lecture attendance, auditing;1
2009;徴収;ちょうしゅう;collection, levy;1
2010;聴診器;ちょうしんき;stethoscope;1
2011;挑戦;ちょうせん;challenge, defiance;1
2012;長大;ちょうだい;very long, great length;1
2013;調停;ちょうてい;arbitration, conciliation, mediation;1
2014;恰度;ちょうど;just, right, exactly;1
2015;長編;ちょうへん;long (e.g. novel  film);1
2016;丁目;ちょうめ;district of a town, city block (of irregular size);1
2017;調理;ちょうり;cooking;1
2018;調和;ちょうわ;harmony;1
2019;none;ちょくちょく;often, frequently, now and then, occasionally;1
2020;直面;ちょくめん;confrontation;1
2021;著書;ちょしょ;literary work, book;1
2022;貯蓄;ちょちく;savings;1
2023;直感;ちょっかん;intuition;1
2024;一寸;ちょっと;(ateji) (adv int) (uk) just a minute, a short time, a while, just a little, somewhat, easily, readily, rath;1
2025;著名;ちょめい;well-known, noted, celebrated;1
2026;none;ちらっと;at a glance, by accident;1
2027;塵取り;ちりとり;dustpan;1
2028;治療;ちりょう;medical treatment;1
2029;賃金;ちんぎん;wages;1
2030;沈殿;ちんでん;precipitation, settlement;1
2031;沈没;ちんぼつ;sinking, foundering;1
2032;沈黙;ちんもく;silence, reticence;1
2033;陳列;ちんれつ;exhibition, display, show;1
2034;追及;ついきゅう;gaining on, carrying out, solving (crime);1
2035;追跡;ついせき;pursuit;1
2036;次いで;ついで;next, secondly, subsequently;1
2037;追放;ついほう;exile, banishment;1
2038;費やす;ついやす;to spend, to devote, to waste;1
2039;墜落;ついらく;falling, crashing;1
2040;通;つう;connoisseur, counter for letters;1
2041;痛感;つうかん;feeling keenly, fully realizing;1
2042;通常;つうじょう;common, general, usually;1
2043;痛切;つうせつ;keen, acute;1
2044;杖;つえ;cane;1
2045;遣い;つかい;mission, simple task, doing;1
2046;使い道;つかいみち;use;1
2047;仕える;つかえる;to serve, to work for;1
2048;司る;つかさどる;to rule, to govern, to administer;1
2049;束の間;つかのま;moment, brief time, brief, transient;1
2050;付き;つき;attached to, impression, sociality, appearance, furnished with, under, to;1
2051;付き合う;つきあう;to associate with, to keep company with, to get on with;1
2052;月並み;つきなみ;every month, common;1
2053;尽きる;つきる;to be used up, to be run out, to be exhausted, to be consumed, to come to an end;1
